,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Arthur Weasley,Bathilda Bagshot,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Neville Longbottom,Newt Scamander,Oliver Wood,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Tom Riddle,Vernon Dursley,Vincent Crabbe Jr,Vincent Crabbe Sr,Walden Macnair,William Weasley
Cornelius Fudge,0.0,0.243055555556,0.0,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.372182539683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375,0.0,0.0,0.278333333333,0.0,0.0,0.0,0.0,0.570833333333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.85,0.0,0.547685185185,0.0,0.547685185185,0.0,0.6,0.496666666667,0.0,0.169696969697,0.469444444444,1.0,0.0,0.44375,0.0,0.0,0.0,0.236111111111,0.3
Dean Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.25,0.0,0.0,0.0,0.866666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888888888889,0.0,0.558333333333,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,0.25,0.0,0.214285714286,0.352380952381,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.397619047619,0.430778769841,0.352380952381,0.292141131815,0.292141131815,0.0,0.322667434716,0.579398148148,0.302709750567,0.123333333333,0.0,0.0,0.0,0.123333333333,0.0,0.326879732434,0.25,0.25,0.416666666667,0.0,0.0,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.352380952381,0.6,0.0,0.416666666667,0.0,0.416666666667,0.411111111111,0.298663359788,0.25,0.0,0.2058361678,0.416666666667,0.0,0.333333333333,0.0,0.0,0.31996409675,0.31996409675,0.466666666667,0.352380952381
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47049963925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.469852292769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533163104257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439436778499,0.0,0.0,0.0,0.0
Ernie Macmillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476597222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Weasley,0.0,0.438888888889,0.120535714286,0.34126984127,0.321984068326,0.0,0.0,0.320311447811,0.0,0.0,0.3,0.0,0.397619047619,0.0,0.0,0.0,0.327723600028,0.32430759205,0.0,0.0,0.0,0.325309065934,0.0,0.459047619048,0.125,0.178571428571,0.0,0.4375,0.0,0.0,0.397619047619,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.318444650588,0.0,0.0,0.315108759553,0.0,0.0,0.0,0.323709967896,0.566666666667,0.0,0.442592592593,0.0,0.442592592593,0.5,0.333701083328,0.3,0.0,0.1,0.403703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.323228114478
George Weasley,0.0,0.36,0.107142857143,0.343915343915,0.318583654,0.0,0.0,0.316868892174,0.0,0.0,0.3,0.0,0.430778769841,0.0,0.0,0.327723600028,0.0,0.323425725509,0.0,0.0,0.0,0.300979662698,0.0,0.459047619048,0.0,0.142857142857,0.0,0.4375,0.0,0.0,0.430778769841,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.315659090909,0.0,0.0,0.389003527337,0.0,0.0,0.0,0.319200660451,0.133333333333,0.0,0.442592592593,0.0,0.442592592593,0.0,0.323082533409,0.3,0.0,0.1,0.403703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319714420629
Ginevra Weasley,0.0,0.36,0.0,0.444444444444,0.323717781261,0.0,0.0,0.321987574864,0.0,0.0,0.3,0.0,0.352380952381,0.0,0.0,0.32430759205,0.323425725509,0.0,0.0,0.0,0.0,0.30145154553,0.0,0.421296296296,0.0,0.0,0.0,0.4375,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.319722043126,0.117,0.0,0.293948412698,0.0,0.0,0.0,0.329006734007,0.272619047619,0.0,0.442592592593,0.0,0.442592592593,0.0,0.321832435857,0.3,0.0,0.1,0.403703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.325084919996
Gregory Goyle Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292141131815,0.0,0.0,0.0,0.0,0.0,0.0,0.252227948768,0.0,0.316170634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282569444444,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.416666666667,0.0,0.333333333333,0.6,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.246981830541,0.246981830541,0.0,0.0
Gregory Goyle Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292141131815,0.0,0.0,0.0,0.0,0.0,0.252227948768,0.0,0.0,0.316170634921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282569444444,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.416666666667,0.0,0.333333333333,0.6,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.246981830541,0.246981830541,0.0,0.0
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183333333333,0.0,0.183333333333,0.0,0.0,0.0,0.0,0.0,0.183333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.0,0.264565826331,0.410714285714,0.238095238095,0.291444203944,0.0,0.489904761905,0.291444203944,0.325,0.25,0.372182539683,0.425,0.322667434716,0.47049963925,0.476597222222,0.325309065934,0.300979662698,0.30145154553,0.316170634921,0.316170634921,0.0,0.0,0.488371212121,0.285361150934,0.332153032474,0.246577380952,0.389153439153,0.440972222222,0.329659635107,0.309285714286,0.317278835979,0.437074074074,0.437074074074,0.825,0.335543430335,0.0,0.0,0.328568783069,0.289897102252,0.351669103314,0.0,0.354239911874,0.0,0.7,0.403703703704,0.301566859067,0.337701612903,0.52143050402,0.450108594135,0.42319047619,0.450108594135,0.419204585538,0.268324584181,0.323420385831,0.283333333333,0.357124939875,0.439099560833,0.468681318681,0.263331604738,0.432142857143,0.466606240981,0.412896825397,0.412896825397,0.166666666667,0.300519374416
Helena Ravenclaw,0.0,0.29,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.49375,0.0,0.0,0.0,0.579398148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.488371212121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.579398148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.533333333333,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hermione Granger,0.0,0.295512820513,0.0,0.0,0.418055555556,0.0,0.0,0.418055555556,0.0,0.0,0.0,0.0,0.302709750567,0.0,0.0,0.459047619048,0.459047619048,0.421296296296,0.0,0.0,0.0,0.285361150934,0.0,0.0,0.25,0.0,0.645666666667,0.0,0.25,1.0,0.263941798942,0.0,0.0,0.0,0.0,0.0,0.0,0.334352954145,0.499074074074,0.377142857143,0.0,0.45,0.0,0.0,0.0,0.393333333333,0.300545634921,0.0,0.451600877193,0.75,0.451600877193,0.285526895944,0.300295945712,0.353446067821,0.535714285714,0.269005847953,0.45855,0.0,0.268253968254,1.0,0.25,0.0,0.0,0.0,0.418055555556
James Potter,0.0,0.538888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.0,0.0,0.123333333333,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.332153032474,0.0,0.25,0.0,0.0,0.0,0.0,0.313446918027,0.361904761905,0.123333333333,0.357142857143,0.357142857143,0.0,0.65,0.0,0.0,0.505114638448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.301111111111,0.0,0.45854845447,0.428571428571,0.45854845447,0.457692307692,0.0,0.0,0.0,0.276515151515,0.452768199234,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Katie Bell,0.0,0.0,0.134920634921,0.134920634921,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.178571428571,0.142857142857,0.0,0.0,0.0,0.0,0.246577380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavender Brown,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.389153439153,0.0,0.645666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.315833333333,0.408333333333,0.0,0.255,0.0,0.0,0.831481481481,0.0,0.0,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.4375,0.4375,0.0,0.0,0.0,0.440972222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.944444444444,0.0,0.0,0.0,0.408333333333,0.4375,0.0,0.0,1.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375
Lily Potter,0.0,0.591666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.0,0.0,0.123333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329659635107,0.0,0.25,0.313446918027,0.0,0.0,0.0,0.0,0.361904761905,0.123333333333,0.535714285714,0.535714285714,0.0,0.65,0.0,0.0,0.505114638448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.465272486772,0.642857142857,0.465272486772,0.7,0.0,0.0,0.0,0.255208333333,0.450621031746,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
Lord Voldemort,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309285714286,0.0,1.0,0.361904761905,0.0,0.0,0.0,0.361904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453333333333,0.0,0.453333333333,0.288888888889,0.0,0.0,0.0,0.467857142857,0.458482142857,1.0,0.0,0.270982142857,0.0,0.0,0.0,0.0,0.0
Lucius Malfoy,0.0,0.25,0.0,0.214285714286,0.352380952381,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.0,0.326879732434,0.0,0.0,0.397619047619,0.430778769841,0.352380952381,0.282569444444,0.282569444444,0.0,0.317278835979,0.579398148148,0.263941798942,0.123333333333,0.0,0.0,0.0,0.123333333333,0.0,0.0,0.25,0.25,0.416666666667,0.0,0.0,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.352380952381,0.6,0.0,0.416666666667,0.0,0.416666666667,0.326666666667,0.290502873563,0.25,0.0,0.2058361678,0.416666666667,0.0,0.333333333333,0.0,0.0,0.313966049383,0.313966049383,0.466666666667,0.352380952381
Madam Malkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437074074074,0.0,0.0,0.357142857143,0.0,0.0,1.0,0.535714285714,0.0,0.25,0.0,0.293648989899,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460555555556,0.0,0.0,0.0,0.0,0.5,0.0,0.433333333333,0.304782848325,0.433333333333,0.0,0.0875,0.25,0.0,0.0,0.433333333333,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437074074074,0.0,0.0,0.357142857143,0.0,0.0,1.0,0.535714285714,0.0,0.25,0.293648989899,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.460555555556,0.0,0.0,0.0,0.0,0.5,0.0,0.433333333333,0.304782848325,0.433333333333,0.0,0.07,0.125,0.0,0.0,0.433333333333,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.825,0.0,0.0,0.0,0.0,0.0,0.944444444444,0.0,0.0,0.416666666667,1.0,1.0,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.356026785714,0.0,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.0,0.416666666667,0.0,0.0,0.0,0.0,0.416666666667,0.416666666667,0.0,0.0
Marjorie Dursley,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.469852292769,0.0,0.7,0.7,0.7,0.0,0.0,0.0,0.335543430335,0.0,0.0,0.65,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.418898809524,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40390037594,0.0,0.0,0.0,0.7
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.0,0.359583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.570833333333,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.328568783069,0.0,0.334352954145,0.505114638448,0.333333333333,0.255,0.408333333333,0.505114638448,0.0,0.0,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.45,0.0,0.0,0.0,0.0,0.95,0.0,0.433333333333,0.0,0.433333333333,0.410833333333,0.378149801587,0.283333333333,0.0,0.285,0.433333333333,0.0,0.791666666667,0.0,0.6,0.0,0.0,0.0,0.0
Molly Weasley,0.0,0.257142857143,0.0,0.444444444444,0.312227166773,0.0,0.0,0.313735899137,0.0,0.0,0.3,0.0,0.352380952381,0.0,0.0,0.318444650588,0.315659090909,0.319722043126,0.0,0.0,0.0,0.289897102252,0.0,0.499074074074,0.0,0.0,0.0,0.4375,0.0,0.0,0.352380952381,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.293948412698,0.0,0.0,0.0,0.314810072557,0.2,0.0,0.473194444444,0.0,0.473194444444,0.0,0.315819150408,0.3,0.0,0.1,0.468900462963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316290643663
Neville Longbottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.0,0.0,0.117,0.366666666667,0.366666666667,0.0,0.351669103314,0.0,0.377142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.5,0.0,0.5,0.564926739927,0.0959259259259,0.0,0.333333333333,0.340151862027,0.477777777778,0.345238095238,0.0,0.0,0.0,0.366666666667,0.366666666667,0.0,0.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,0.0,0.0,0.293948412698,0.0,0.435297619048,0.293948412698,0.35625,0.0,0.0,0.0,0.0,0.0,0.0,0.315108759553,0.389003527337,0.293948412698,0.0,0.0,0.0,0.354239911874,0.15,0.45,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.460555555556,0.460555555556,0.356026785714,0.0,0.0,0.0,0.45,0.293948412698,0.0,0.0,0.0,0.0,0.0,0.0,0.293948412698,0.0,0.0,0.716666666667,0.0,0.716666666667,0.0,0.317970521542,0.381013431013,0.0,0.0,0.716666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293948412698
