,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Charlie Weasley,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fluffy,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helga Hufflepuff,Hermione Granger,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marcus Flint,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Neville Longbottom,Newt Scamander,Oliver Wood,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Salazar Slytherin,Seamus Finnigan,Severus Snape,Teddy Lupin,Tom Riddle,Vernon Dursley,William Weasley
Draco Malfoy,0.0,0.543869047619,0.0,0.0,0.0,0.405858585859,0.421753246753,0.816666666667,0.421875,0.0,0.0,0.766666666667,0.466666666667,0.0,0.0,0.0,0.347326203209,0.356965488215,0.21,0.397474747475,0.1,0.0,0.382121057514,0.0,0.388240740741,0.0,0.833333333333,0.0,0.0,0.0,0.322264834938,0.2,0.2,0.0,0.160833333333,0.0,0.0,0.0,0.0,0.0,0.421753246753,0.0,0.0,0.0,0.0,0.0,0.0,0.369034090909,0.0,0.766666666667,0.463571428571,0.463571428571,0.446955266955,0.0,0.329119047619,0.529159090909,0.0,0.526984126984,0.0,0.0,0.766666666667,0.421753246753
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.766666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.281082251082,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.766666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607341269841,0.515476190476,0.515476190476,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445238095238,0.0
Ernie Macmillan,0.413095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508333333333,0.448452380952,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.266666666667,0.395833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fluffy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503174603175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503174603175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Bryce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Longbottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.395833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.346279761905,0.0,0.375,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495625,0.400892857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291666666667,0.0,0.0,0.0,0.0,0.0
Fred Weasley,0.0,0.240178571429,0.364231601732,0.0,0.9,0.305095412458,0.300418333918,0.633333333333,0.0,0.0,0.347326203209,0.0,0.0,0.0,0.0,0.0,0.0,0.30769437297,0.125,0.304298747847,0.186805555556,0.0,0.30400213571,0.288888888889,0.294444444444,0.0,0.0,0.0,0.347845804989,0.0,0.384980237154,1.0,1.0,0.0,0.0,0.0,0.0,0.216666666667,0.0,0.0,0.303666736335,0.0,0.0,0.0,0.49512987013,0.0,0.0,0.3060129107,0.0,0.0,0.0,0.0,0.291437680787,0.288888888889,0.0833333333333,0.452272727273,0.0,0.0,0.616666666667,0.216666666667,0.0,0.295624424335
George Weasley,0.0,0.240178571429,0.320598845599,0.0,0.9,0.304077201792,0.299265547749,0.633333333333,0.0,0.0,0.356965488215,0.0,0.0,0.0,0.0,0.0,0.30769437297,0.0,0.125,0.303353636028,0.186805555556,0.0,0.327653444164,0.288888888889,0.294444444444,0.0,0.0,0.0,0.347845804989,0.0,0.446446608947,1.0,1.0,0.0,0.0,0.0,0.0,0.216666666667,0.0,0.0,0.302994194189,0.0,0.0,0.0,0.351966089466,0.0,0.0,0.307067597154,0.0,0.0,0.0,0.0,0.288074845679,0.288888888889,0.0833333333333,0.452272727273,0.0,0.0,0.0,0.216666666667,0.0,0.294438684076
Gilderoy Lockhart,0.0,0.255208333333,0.0,0.0,0.6,0.125,0.125,0.0,0.0,0.1,0.21,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.106,0.138020833333,0.0,0.3054622114,0.276041666667,0.330080128205,0.638020833333,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425347222222,0.125,0.0,0.35,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.504722222222,0.504722222222,0.319353250916,0.0,0.36420776644,0.0,0.497222222222,0.367876984127,0.0,0.0,0.0,0.125
Ginevra Weasley,0.0,0.305476190476,0.364231601732,0.0,0.0,0.31159551772,0.308263600597,0.566666666667,0.0,0.0,0.397474747475,0.0,0.0,0.0,0.0,0.0,0.304298747847,0.303353636028,0.106,0.0,0.192592592593,0.0,0.312585789639,0.288888888889,0.294444444444,0.0,0.0,0.0,0.425925925926,0.377777777778,0.459297520661,0.0,0.0,0.0,0.0,0.0,0.0,0.560136054422,0.0,0.0,0.311757337045,0.0,0.0,0.0,0.49512987013,0.0,0.0,0.314859886341,0.0,0.0,0.0,0.0,0.302671049345,0.144444444444,0.0833333333333,0.454545454545,0.0,0.0,0.0,0.480116618076,0.0,0.303592939982
Godric Gryffindor,0.283333333333,0.565029761905,0.0,0.0,0.0,0.144444444444,0.144444444444,0.0,0.0,0.291666666667,0.1,0.0,0.0,0.0,0.0,0.346279761905,0.186805555556,0.186805555556,0.138020833333,0.192592592593,0.0,0.0,0.389959356808,0.0807043650794,0.400076809764,0.276041666667,0.0,0.0,0.288888888889,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.347683181017,0.0,0.343541666667,0.144444444444,0.0,0.346279761905,0.400892857143,0.392960927961,0.0,0.0,0.197222222222,0.0,0.0,0.0,0.0,0.247990319865,0.125420875421,0.276041666667,0.253863636364,0.291666666667,0.541666666667,0.0,0.347683181017,0.0,0.144444444444
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.433482142857,0.381134517357,0.0,0.0,0.339235588972,0.260209040209,0.253361433888,0.47573255228,0.0,0.108846153846,0.382121057514,0.281082251082,0.448452380952,0.503174603175,0.0,0.375,0.30400213571,0.327653444164,0.3054622114,0.312585789639,0.389959356808,0.2625,0.0,0.138020833333,0.265203613516,0.316003787879,0.0,0.45,0.0,0.31274003774,0.360825001718,0.548483560091,0.548483560091,0.0,0.0,0.64375,0.0,0.343411479106,0.0,0.264427083333,0.262134115884,0.0,0.478703703704,0.0,0.199122507123,0.0,0.0,0.314135576545,0.0,0.375,0.464556878307,0.464556878307,0.283669197421,0.5,0.294762146729,0.520295080434,0.0,0.463811813187,0.0,0.329102667477,0.38635620915,0.253361433888
Helga Hufflepuff,0.0,0.276041666667,0.0,0.0,0.0,0.288888888889,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.0,0.0,0.0,0.288888888889,0.288888888889,0.276041666667,0.288888888889,0.0807043650794,0.0,0.138020833333,0.0,0.138020833333,0.276041666667,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.276041666667,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.141232638889,0.159259259259,0.276041666667,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.288888888889
Hermione Granger,0.275,0.138020833333,0.0,0.0,0.727777777778,0.368518518519,0.368518518519,0.375,0.0,0.0,0.388240740741,0.7,0.0,0.0,0.0,0.0,0.294444444444,0.294444444444,0.330080128205,0.294444444444,0.400076809764,0.0,0.265203613516,0.138020833333,0.0,0.283680555556,0.0,0.0,0.0,0.0,0.42446969697,0.193888888889,0.193888888889,0.0,0.0,0.0,0.0,0.9,0.56,0.294010416667,0.406666666667,0.0,0.177380952381,0.0,0.0,0.0,0.0,0.355952380952,0.417171717172,0.0,0.483333333333,0.483333333333,0.33999442374,0.275,0.43123139881,0.567063492063,0.4,0.288888888889,0.0,0.9,0.0,0.368518518519
Justin Finch-Fletchley,0.402847222222,0.276041666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.638020833333,0.0,0.276041666667,0.0,0.316003787879,0.276041666667,0.283680555556,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.4,0.276041666667,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25234375,0.0,0.276041666667,0.5,0.4,0.333333333333,0.0,0.0,0.0,0.0
Katie Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.387142857143,0.0,0.0,1.0,0.0
Lavender Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.825,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0,0.425925925926,0.425925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347845804989,0.347845804989,0.0,0.425925925926,0.288888888889,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.522486772487,0.0,0.0,0.0,0.0,0.425925925926,0.288888888889,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.425925925926
Lord Voldemort,0.0,0.435714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.377777777778,0.0,0.0,0.31274003774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358333333333,0.0,0.0,0.0,0.0,0.225,0.0,0.241655982906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.334375,0.354166666667,0.0,0.0,0.0,0.241065323565,0.0,0.0
Lucius Malfoy,0.0,0.467351190476,0.0,0.0,0.0,0.475677830941,0.491919191919,0.816666666667,0.303472222222,0.0,0.322264834938,0.766666666667,0.35,0.0,0.0,0.0,0.384980237154,0.446446608947,0.21,0.459297520661,0.1,0.0,0.360825001718,0.0,0.42446969697,0.0,0.75,0.0,0.0,0.358333333333,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.491919191919,0.0,0.0,0.0,0.0,0.0,0.0,0.442727272727,0.0,0.766666666667,0.504603174603,0.504603174603,0.462011137011,0.0,0.386452380952,0.468831168831,0.0,0.448148148148,0.0,0.0,0.766666666667,0.491919191919
Madam Malkin,0.67,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.548483560091,0.0,0.193888888889,0.67,0.0,0.0,0.0,0.0,0.2,0.0,0.310106462351,0.0,0.458333333333,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.152777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.67,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.548483560091,0.0,0.193888888889,0.67,0.0,0.0,0.0,0.0,0.2,0.310106462351,0.0,0.0,0.458333333333,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.152777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mafalda Hopkirk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458333333333,0.458333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24125,0.0,0.0,0.0,0.0,0.0,0.0
Marvolo Gaunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64375,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64375,0.0,0.1,0.0,0.15,0.0,0.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.386666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216666666667,0.216666666667,0.0,0.560136054422,0.347683181017,0.0,0.343411479106,0.0,0.9,0.0,0.0,0.0,0.0,0.241655982906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,0.0,0.633333333333,0.633333333333,0.157936507937,0.0,0.434871031746,0.556547619048,0.0,0.466666666667,0.0,0.304406613731,0.0,0.0
Millicent Bulstrode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.559523809524,0.456354166667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.654761904762,0.0,0.0,0.0,0.0,0.0,0.425347222222,0.0,0.343541666667,0.0,0.264427083333,0.276041666667,0.294010416667,0.276041666667,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.212673611111,0.0,0.460243055556,0.0,1.0,0.51626984127,0.0,0.0,0.0,0.0
Molly Weasley,0.0,0.245714285714,0.364231601732,0.0,0.0,0.313536211096,0.307170108631,0.633333333333,0.0,0.0,0.421753246753,0.0,0.0,0.0,0.0,0.0,0.303666736335,0.302994194189,0.125,0.311757337045,0.144444444444,0.0,0.262134115884,0.288888888889,0.406666666667,0.0,0.0,0.0,0.425925925926,0.0,0.491919191919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49512987013,0.0,0.0,0.313137402597,0.0,0.0,0.0,0.0,0.301741739815,0.288888888889,0.0625,0.454545454545,0.0,0.0,0.0,0.0,0.0,0.303232030315
Mundungus Fletcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neville Longbottom,0.0,0.0,0.0,0.0,0.577777777778,0.0,0.0,0.0,0.0,0.369696969697,0.0,0.0,0.0,0.0,0.0,0.495625,0.0,0.0,0.35,0.0,0.346279761905,0.0,0.478703703704,0.0,0.177380952381,0.366666666667,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.400892857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326388888889,0.0,0.0,0.0,0.261111111111,0.166666666667,0.0,0.0,0.0,0.0
