,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alicia Spinnet,Amos Diggory,Angelina Johnson,Antonin Dolohov,Arabella Figg,Argus Filch,Arthur Weasley,Augustus Rookwood,Bartemius Crouch Jr,Bartemius Crouch Sr,Bertha Jorkins,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Cuthbert Binns,Dean Thomas,Dennis Creevey,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fleur Delacour,Frank Bryce,Frank Longbottom,Fred Weasley,Gabrielle Delacour,George Weasley,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Hermione Granger,Igor Karkaroff,James Potter,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Ludo Bagman,Madam Malkin,Madam Rosmerta,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Newt Scamander,Oliver Wood,Olympe Maxime,Padma Patil,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Susan Bones,Sybill Patricia Trelawney,Ted Tonks,Tom Riddle,Vernon Dursley,Viktor Krum,Vincent Crabbe Jr,Vincent Crabbe Sr,William Weasley
Arthur Weasley,0.0,0.2921875,0.407046296296,0.2921875,0.0,0.201851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.288888888889,0.111111111111,0.29437055924,0.0,0.0,0.325,0.0,0.0,0.0,0.278722943723,0.566136188272,0.0,0.0,0.0,0.0,0.29648037852,0.0,0.301730977293,0.298747398811,0.0,0.0,0.349476740191,0.337721693122,0.0,0.3125,0.0,0.0,0.2875,0.0,0.3125,0.475,0.309662698413,0.320529100529,0.5,0.5,0.0,0.0,0.3125,0.300362057615,0.0,0.274380952381,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.293311041728,0.0,0.491995287698,0.533134920635,0.5,0.533134920635,0.627777777778,0.4375,0.292157329724,0.0,0.0,0.0,0.464285714286,0.0,0.0,0.0,0.0,0.0,0.286106770833,0.116666666667,0.0,0.0,0.293999060348
Augustus Rookwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartemius Crouch Jr,0.0,0.279043839758,0.334375,0.282593795094,0.0,0.348106060606,0.0,0.0,0.0,1.0,0.7,0.0,0.0,0.308653404479,0.0666666666667,0.276311728395,0.683333333333,0.0,0.0,0.226984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5125,0.0,0.683333333333,0.683333333333,0.0,0.0,0.352636999244,0.521348905724,0.293013038549,0.7,0.0,0.0,0.6375,0.0,0.7,0.327777777778,0.0,0.424393868659,0.0,0.0,0.0,0.0,0.45,0.683333333333,0.0,0.0,0.470767195767,0.0,0.144444444444,0.220218253968,0.0,0.0,0.0,0.377560835629,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.435784313725,0.0,0.0,0.117091836735,0.499107142857,0.0,0.0,0.0,0.0,0.0,0.35,0.30263723545,0.0,0.0,0.683333333333
Bartemius Crouch Sr,0.0,0.267822636301,0.334090909091,0.271544312169,0.0,0.348106060606,0.0,0.0,0.0,1.0,0.7,0.0,0.308653404479,0.0,0.0666666666667,0.276311728395,0.683333333333,0.0,0.0,0.226984126984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5125,0.0,0.683333333333,0.683333333333,0.0,0.0,0.354494371823,0.521348905724,0.260553075397,0.7,0.0,0.0,0.6375,0.0,0.7,0.327777777778,0.0,0.419901455026,0.0,0.0,0.0,0.0,0.6,0.683333333333,0.0,0.0,0.470767195767,0.0,0.144444444444,0.189070767196,0.0,0.0,0.0,0.377560835629,0.0,0.0,0.0,0.0,0.0,0.0,0.916666666667,0.435784313725,0.0,0.0,0.117091836735,0.443650793651,0.0,0.0,0.0,0.0,0.0,0.35,0.30263723545,0.0,0.0,0.683333333333
Bertha Jorkins,0.0,0.375925925926,0.0,0.375925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.0,0.0666666666667,0.0666666666667,0.0,0.2,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.0,0.288888888889,0.288888888889,0.0,0.0,0.248611111111,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.526455026455,0.0,0.311111111111,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.371164021164,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288888888889
Cedric Diggory,0.0,0.255555555556,0.62380952381,0.255555555556,0.0,0.198977638353,0.0,0.0,0.0,0.533333333333,0.111111111111,0.0,0.276311728395,0.276311728395,0.2,0.0,0.0857142857143,0.454320987654,0.0,0.5,0.0,0.641909090909,0.0,0.0,0.0,0.0,0.118412698413,0.0,0.0,0.0857142857143,0.0,0.0857142857143,0.075,0.32208994709,0.0,0.304193635333,0.191666666667,0.51691468254,0.333333333333,0.0,0.230555555556,0.7,0.641909090909,0.333333333333,0.190356481481,0.0,0.376527777778,0.475,0.475,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.51691468254,0.0,0.0,0.0,0.0857142857143,0.31875,0.0,0.0,0.475,0.0,0.0,0.4,0.0743055555556,0.62380952381,0.166666666667,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.30826754386,0.0,0.0,0.0857142857143
Charlie Weasley,0.0,0.325520833333,0.488455555556,0.325520833333,0.0,0.213725490196,0.0,0.0,0.0,0.0,0.29437055924,0.0,0.683333333333,0.683333333333,0.288888888889,0.0857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278722943723,0.566136188272,0.0,0.0,0.0,0.0,0.29216558611,0.0,0.300002187832,0.297660240377,0.0,0.0,0.34485397126,0.387251511716,0.0,0.541666666667,0.0,0.0,0.2875,0.0,0.541666666667,0.0,0.278722943723,0.254456654457,0.5,0.5,0.0,0.0,0.3125,0.295172360944,0.0,0.274380952381,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.288453460852,0.0,0.491995287698,0.534325396825,0.5,0.534325396825,0.627777777778,0.366666666667,0.290929784371,0.133333333333,0.0,0.0,0.465238095238,0.0,0.0,0.0,0.0,0.0,0.286106770833,0.179166666667,0.0,0.0,0.287648957106
Cho Chang,0.0,0.0,0.0,0.0,0.0,0.427777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454320987654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.332341269841,0.218666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0
Colin Creevey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368921356421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.370478826729,0.702689393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313446969697,0.4,0.0,0.0648148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornelius Fudge,0.0,0.460472222222,0.0,0.460472222222,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.226984126984,0.226984126984,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288557504873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253333333333,0.4125,0.307142857143,0.0,0.0,0.0,0.0,0.44375,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.211111111111,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
Cuthbert Binns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.559722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.65,0.0,0.468057244523,0.0,0.0,0.0,0.0,0.0,0.596666666667,0.641909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251543209877,0.0,0.0,0.0,0.0,0.0,0.595089285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343576388889,1.0,0.283634052579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dennis Creevey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368921356421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38704229798,0.556723484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313446969697,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,0.0,0.582666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278722943723,0.0,0.0,0.0,0.0,0.0,0.278722943723,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.278722943723,0.64,0.280496031746,0.278722943723,0.0,0.0,0.381799085576,0.36781986532,0.0,0.434074074074,0.0,0.0,0.0,0.0,0.434074074074,0.443915343915,0.350678562726,0.0,0.0,0.0,0.0,0.0,0.347222222222,0.255496031746,0.0,0.355587438424,0.0,0.0,0.0,0.0,0.0,0.311666666667,0.0,0.278722943723,0.0,0.0,0.615555555556,0.0,0.615555555556,0.0,0.0,0.298109318996,0.317658068783,0.0,0.4625,0.615555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.114814814815,0.368090062112,0.368090062112,0.278722943723
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566136188272,0.0,0.0,0.0,0.0,0.0,0.566136188272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.485259589947,0.0,0.485259589947,0.566136188272,0.0,0.0,0.304613931043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566136188272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566136188272,0.0,0.413624614198,0.0,0.0,0.0,0.0,0.0,0.566136188272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412448489011,0.0,0.0,0.0,0.566136188272
Ernie Macmillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.495238095238,0.0,0.0,0.0,0.495238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fleur Delacour,0.0,0.0867857142857,0.0,0.0867857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118412698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.28774537037,0.0,0.0,0.0,0.0,0.359547222222,0.291666666667,0.383928571429,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.64,0.405654761905,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.389236111111,0.0,0.0,0.0,0.144642857143,0.0,0.0,0.342857142857,0.3,0.342857142857,0.0,0.5,0.307619047619,0.32,0.0,0.0,0.342857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.119466991342,0.0,0.0,0.375
Frank Bryce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329704654174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179861111111,0.0,0.47380952381,0.0,0.47380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.47380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Longbottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.329704654174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.814285714286,0.0,0.0,0.0,0.369196428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.179861111111,0.0,0.47380952381,0.0,0.47380952381,0.0,0.0,0.0,0.0,0.2,0.0,0.47380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Weasley,0.0,0.392774470899,0.511675925926,0.392774470899,0.0,0.213725490196,0.134722222222,0.0,0.0,0.0,0.29648037852,0.0,0.5125,0.5125,0.288888888889,0.0857142857143,0.29216558611,0.0,0.0,0.0,0.0,0.0,0.0,0.278722943723,0.485259589947,0.0,0.0,0.0,0.0,0.0,0.0,0.307107385276,0.297506087307,0.144444444444,0.0,0.307433017433,0.349542881752,0.0,0.541666666667,0.0,0.458333333333,0.2875,0.298765432099,0.541666666667,0.0,0.278722943723,0.35175010175,0.5,0.5,0.0,0.0,0.263888888889,0.297237186808,0.0,0.274380952381,0.8,0.0,0.15,0.0,0.25,0.0,0.0,0.295114216485,0.0,0.460966435185,0.567989417989,0.5,0.567989417989,0.627777777778,0.34375,0.291976136723,0.283333333333,0.0,0.0,0.430291005291,0.0,0.0,0.0,0.0,0.0,0.286415895062,0.155555555556,0.0,0.0,0.292043403176
Gabrielle Delacour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.28774537037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384166666667,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.64,0.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
