,Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Bathilda Bagshot,Charlie Weasley,Cornelius Fudge,Dean Thomas,Dedalus Diggle,Draco Malfoy,Dudley Dursley,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Minerva McGonagall,Mrs. Norris,Neville Longbottom,Newt Scamander,Nicolas Flamel,Oliver Wood,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Remus Lupin,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Susan Bones,Terry Boot,Vernon Dursley,William Weasley
Draco Malfoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223068783069,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.0380208333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,-0.208333333333,0.0,0.0,0.0,0.0
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0496226150393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0,0.0,0.0,0.00467912006975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065051306718,0.0,0.0,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0083214686548,0.0
Fred Weasley,0.0,0.265384615385,0.265384615385,-0.2,0.0830475770555,0.0,0.0830475770555,0.0,0.0,0.0,0.0,0.0,0.0,0.0826039062349,0.0830475770555,0.0,0.0,0.0,0.326373737374,0.0,0.00850340136054,0.0,0.265384615385,0.0,0.15,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0899030207321,0.0,0.0,0.0,0.0830475770555,-0.0722222222222,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0830475770555
George Weasley,0.0,0.265384615385,0.265384615385,-0.2,0.0830475770555,0.0,0.0830475770555,0.0,0.0,0.0,0.0,0.0,0.0826039062349,0.0,0.0830475770555,0.0,0.0,0.0,0.399444444444,0.0,0.00850340136054,0.0,0.265384615385,0.0,0.15,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0899030207321,0.0,0.0,0.0,0.0830475770555,-0.0722222222222,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0830475770555
Ginevra Weasley,0.0,0.0,0.0,-0.2,0.0830475770555,0.0,0.0830475770555,0.0,0.0,0.0,0.0,0.0,0.0830475770555,0.0830475770555,0.0,0.0,0.0,0.0,0.499259259259,0.0,0.00850340136054,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0830475770555,0.0,0.0,0.0,0.0830475770555,-0.0722222222222,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0830475770555
Gregory Goyle Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0
Gregory Goyle Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.0491071428571,0.0,0.0,0.00841152263374,0.499259259259,0.0,0.499259259259,0.0,0.25,0.0,0.0223068783069,-0.0496226150393,0.326373737374,0.399444444444,0.499259259259,0.0,0.0,0.0,0.0,-0.0392045454545,0.013253517316,0.0582941017316,0.0,0.111111111111,0.0625,0.0582941017316,0.125,-0.192189153439,-0.192189153439,0.0583333333333,0.0,0.0,0.0,-0.0522156084656,-0.06275,-0.00583333333333,0.0,0.025,0.0147197420635,0.0,0.111111111111,0.499259259259,0.0,0.0722053872054,0.0,0.499259259259,0.035926504908,0.06,-0.0603745791246,-0.0898148148148,0.0,0.0,0.0818823152156,0.499259259259
Helena Ravenclaw,-0.0270833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0392045454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318452380952,0.0,0.0,0.00699944885362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0569444444444
Hermione Granger,0.0,0.0,0.0,0.0,0.00850340136054,0.0,0.00850340136054,0.0,0.5,0.0,0.1,0.0,0.00850340136054,0.00850340136054,0.00850340136054,0.0,0.0,0.0,0.013253517316,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.2,0.0,-0.05,0.0,0.0,0.0,0.0,0.111111111111,0.00566893424036,0.0,0.0,0.0,0.00850340136054,-0.169444444444,0.0,-0.05,0.0,0.0,0.0,0.0,0.00850340136054
James Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582941017316,0.0,0.0,0.0,0.0,0.0,0.0,0.0522636774145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Katie Bell,0.0,0.0597756410256,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597756410256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.178571428571,0.0,0.0,0.0,0.0,0.0
Lavender Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.15,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
Lily Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582941017316,0.0,0.0,0.0522636774145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lord Voldemort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.024537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219642857143,0.0,0.0,0.0,0.0,0.0
Madam Malkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.192189153439,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061332438138,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.192189153439,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.061332438138,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0597756410256,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.265384615385,0.0,0.0,0.0,0.0,0.0583333333333,0.0,0.0,0.0,0.0597756410256,0.0,0.125,0.0,0.0,-0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marjorie Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0235135582011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,-0.127261904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0522156084656,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs. Norris,0.0,0.0,0.0,0.0896666666667,0.111111111111,0.0,0.111111111111,0.2,0.0,0.0,0.0,0.00467912006975,0.111111111111,0.111111111111,0.111111111111,0.0,0.0,0.0,-0.06275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0235135582011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,-0.0217048229548,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,-0.0235135582011,0.111111111111
Neville Longbottom,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,-0.0380208333333,0.0,0.0,0.0,0.0,-0.208333333333,-0.208333333333,0.0,-0.00583333333333,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,0.125,0.0,-0.208333333333,0.0,0.0,0.0,0.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Flamel,0.18875,0.0,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.265384615385,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.265384615385,0.0,0.0,0.0,0.0,0.0147197420635,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.265384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.0,0.0,-0.2,0.0830475770555,0.0,0.0830475770555,0.0,0.0,0.0,0.0,0.0,0.0899030207321,0.0899030207321,0.0830475770555,0.0,0.0,0.0,0.499259259259,0.0,0.00566893424036,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830475770555,-0.0722222222222,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0830475770555
Peter Pettigrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0318452380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065051306718,0.0,0.0,0.0,0.0,0.0,0.0,0.0722053872054,0.0,0.0,0.0,0.625,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0,0.0,0.0,-0.0217048229548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0875,0.0,0.0,0.0,0.0,0.0,0.012077836185,0.0
Remus Lupin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Weasley,0.0,0.0,0.0,-0.2,0.0830475770555,0.0,0.0830475770555,0.0,0.0,0.0,0.0,0.0,0.0830475770555,0.0830475770555,0.0830475770555,0.0,0.0,0.0,0.499259259259,0.00699944885362,0.00850340136054,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0830475770555,0.0,0.0,0.0,0.0,-0.0722222222222,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0830475770555
Rubeus Hagrid,-0.160185185185,0.0,0.0,0.4,-0.0722222222222,0.0,-0.0361111111111,0.0,0.0,0.0,0.0,-0.0875,-0.0722222222222,-0.0722222222222,-0.0722222222222,0.0,0.0,0.0,0.035926504908,0.0,-0.169444444444,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.21,0.0,0.0,0.0,0.0,0.152777777778,0.0,-0.155555555556,0.0,0.0,0.0,0.0,0.0,-0.0722222222222,0.0,-0.0875,0.0,-0.0722222222222,0.0,0.0,-0.0430555555556,-0.2,0.0,0.0,0.0,-0.0722222222222
Seamus Finnigan,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.166666666667,0.0,0.25,0.0,0.0,0.0,0.166666666667,0.166666666667,0.166666666667,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166666666667
Severus Snape,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0603745791246,0.0,-0.05,0.0,0.178571428571,0.0,0.0,0.0,0.219642857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0430555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,-0.208333333333,-0.208333333333,0.0,-0.0898148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Susan Bones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terry Boot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vernon Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083214686548,0.0,0.0,0.0,0.0,0.0,0.0,0.0818823152156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00559964726631,0.0,0.0,0.0,-0.0235135582011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012077836185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
