,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alice Longbottom,Alicia Spinnet,Amelia Bones,Andromeda Tonks,Angelina Johnson,Anthony Goldstein,Antonin Dolohov,Arabella Figg,Argus Filch,Arthur Weasley,Augustus Rookwood,Bartemius Crouch Sr,Bellatrix Lestrange,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Dedalus Diggle,Dennis Creevey,Dilys Derwent,Dolores Umbridge,Draco Malfoy,Dudley Dursley,Elphias Doge,Emmeline Vance,Ernie Macmillan,Firenze,Fleur Delacour,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Hermione Granger,James Potter,Justin Finch-Fletchley,Katie Bell,Kingsley Shacklebolt,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Luna Lovegood,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marietta Edgecombe,Marjorie Dursley,Mary Cattermole,Mary Riddle,Michael Corner,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Newt Scamander,Nymphadora Tonks,Oliver Wood,Olympe Maxime,Padma Patil,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Rabastan Lestrange,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Rodolphus Lestrange,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sturgis Podmore,Susan Bones,Sybill Patricia Trelawney,Ted Tonks,Terry Boot,Theodore Nott,Tom Riddle,Vernon Dursley,Viktor Krum,Wilhelmina Grubbly-Plank,William Weasley,Zacharias Smith
Antonin Dolohov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.547142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422120811287,0.302604166667,0.547142857143,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.542708333333,0.542708333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arabella Figg,0.0,0.164814814815,0.0,0.205158730159,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27962962963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29274691358,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.288888888889,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.598148148148,0.0,0.0,0.0,0.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560317460317,0.0,0.560317460317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560317460317,0.0,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argus Filch,0.0,0.8375,0.0,0.8375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658333333333,0.0,0.347222222222,0.0,0.0,0.658333333333,0.439285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.507176767677,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.604814814815,0.453611111111,0.0,0.658333333333,0.423337773338,0.0,0.0,0.0,0.403483553484,0.549338624339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529464285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.658333333333,0.0
Arthur Weasley,0.583333333333,0.520581008498,0.597916666667,0.520581008498,0.745833333333,0.514246031746,0.3,0.48753968254,0.554265873016,0.462698412698,0.0,0.0,0.658333333333,0.0,0.0,0.0,0.0,0.0,0.299750698845,0.462698412698,0.462698412698,0.353721741222,0.462698412698,0.0,0.462698412698,0.5,0.528174603175,0.253086419753,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.745833333333,0.302542075799,0.302754430205,0.479545454545,0.300704499427,0.476287878788,0.25,0.25,0.462698412698,0.358575173125,0.227918069585,0.441666666667,0.462698412698,0.459580498866,0.557534722222,0.450099206349,0.523743386243,0.441666666667,0.366164021164,0.216931216931,0.456746031746,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.398677248677,0.0,0.201543209877,0.30629967265,0.404340277778,0.253086419753,0.611507936508,0.0,0.48753968254,0.0,0.0,0.462698412698,0.0,0.462698412698,0.298159942946,0.0,0.0,0.617453703704,0.0,0.473533950617,0.320279431217,0.0,0.0,0.300661584717,0.0,0.0,0.520833333333,0.431606742023,0.0,0.230357142857,0.3,0.0,0.48753968254,0.462698412698,0.0,0.0,0.650264550265,0.0,0.0,0.300892582285,0.0
Augustus Rookwood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52544973545,0.0,0.547142857143,0.0,0.0,0.333333333333,0.0,0.0,0.547142857143,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.383333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bartemius Crouch Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347222222222,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.541071428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.347222222222,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bellatrix Lestrange,0.0,0.0916666666667,0.0,0.0916666666667,0.11,0.0,0.0,0.222962962963,0.0,0.0,0.547142857143,0.0,0.0,0.0,0.547142857143,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361805555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271955266955,0.0,0.224285714286,0.0,0.0,0.7,0.0,0.0,0.224285714286,0.326111111111,0.372023809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375520833333,0.06875,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417515432099,0.273573988735,0.417515432099,0.0,0.0,0.268931051587,0.3,0.0,0.0,0.0,0.345581597222,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Diggory,0.0,0.0148148148148,0.0,0.0148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53244047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222222222222
Charlie Weasley,0.583333333333,0.51189484127,0.630555555556,0.51189484127,0.745833333333,0.514246031746,0.3,0.438591269841,0.554265873016,0.462698412698,0.0,0.0,0.658333333333,0.299750698845,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.462698412698,0.274466089466,0.462698412698,0.0,0.462698412698,0.5,0.528174603175,0.253086419753,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.745833333333,0.299355471576,0.29980161823,0.479545454545,0.298878629735,0.476287878788,0.25,0.25,0.462698412698,0.334863121693,0.227918069585,0.396875,0.462698412698,0.459580498866,0.557534722222,0.450099206349,0.523743386243,0.396875,0.382705026455,0.216931216931,0.456746031746,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.398677248677,0.0,0.201543209877,0.304437200034,0.404340277778,0.253086419753,0.611507936508,0.0,0.438591269841,0.0,0.0,0.462698412698,0.0,0.462698412698,0.295272087644,0.477272727273,0.0,0.548743386243,0.0,0.473533950617,0.330520282187,0.0,0.0,0.298392417071,0.0,0.0,0.520833333333,0.416434082892,0.0,0.0,0.3,0.0,0.438591269841,0.462698412698,0.0,0.0,0.650264550265,0.0,0.0,0.298120926495,0.0
Cho Chang,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.462698412698,0.462698412698,0.0,0.0,0.439285714286,0.462698412698,0.0,0.0,0.0,0.244444444444,0.462698412698,0.0,0.462698412698,0.0,0.462698412698,0.0,0.462698412698,0.0,0.710416666667,0.1,0.0,0.0,0.0,0.308465608466,0.0,0.0,0.0,0.0,0.462698412698,0.462698412698,0.0,0.417592592593,0.244444444444,0.0,0.0,0.462698412698,0.343705694511,0.421666666667,0.0,0.462698412698,0.462698412698,0.0,0.462698412698,0.462698412698,0.0,0.0,0.1,0.389579365079,0.0,0.0,0.0,0.184166666667,0.0,0.0,0.0,0.154232804233,0.0,0.0,0.462698412698,0.0,0.1,0.534725529101,0.0,0.0,0.5,0.0,0.471164021164,0.0,0.468342151675,0.462698412698,0.0,0.0,0.486111111111,0.0,0.486111111111,0.462698412698,1.0,0.0,0.241192346748,0.0,0.0,0.214567901235,0.486111111111,0.0,0.0,0.0,0.0,0.0,0.471164021164,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0
Colin Creevey,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.462698412698,0.462698412698,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.462698412698,0.462698412698,0.0,0.0,0.462698412698,0.0,0.443178382464,0.0,0.0,0.0,0.0,0.0,0.0,0.550132275132,0.0,0.0,0.0,0.0,0.462698412698,0.462698412698,0.0,0.462698412698,0.0,0.0,0.0,0.462698412698,0.462698412698,0.576851851852,0.0,0.533465608466,0.462698412698,0.0,0.568849206349,0.462698412698,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.462698412698,0.0,0.0,0.519775132275,0.0,0.0,0.0,0.0,0.500749559083,0.0,0.519775132275,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0
Cornelius Fudge,0.0,0.287834230915,0.0,0.287834230915,0.0,0.0,0.705988888889,1.0,0.0,0.0,0.0,0.27962962963,0.0,0.353721741222,0.0,0.0,0.0,0.0,0.274466089466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573661465849,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274466089466,0.266332972583,0.0,0.274466089466,0.0,0.0,0.0,0.0,0.369115341816,0.53279478458,0.526666666667,0.0,0.0,0.0,0.0,0.0,0.588888888889,0.3171875,0.566666666667,0.0,0.343314814815,0.343314814815,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.683928571429,0.274466089466,0.0,0.475,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.315752765753,0.0,0.0,0.381944444444,0.0,0.381944444444,0.448148148148,0.0,0.0,0.274466089466,0.0,0.0,0.0,0.25462962963,0.0,0.0,0.784432098765,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.274466089466,0.0
Dean Thomas,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.462698412698,0.462698412698,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.462698412698,0.462698412698,0.462698412698,0.0,0.0,0.0,0.462698412698,0.0,0.194444444444,0.0,0.0,0.0,0.0,0.462698412698,0.41,0.0,0.0,0.0,0.341798941799,0.341798941799,0.0,0.337566137566,0.0,0.0,0.0,0.462698412698,0.251530864198,0.366666666667,0.0,0.462698412698,0.462698412698,0.0,0.195899470899,0.462698412698,0.0,0.0,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0,0.284722222222,0.462698412698,0.0,0.0,0.254336219336,0.0,0.0,0.0,0.0,0.481349206349,0.0,0.310079365079,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.595899470899,0.0,0.0,0.313797619048,0.0,0.252499265138,0.35,0.0,0.0,0.0,0.0,0.437777777778,0.0,0.462698412698,0.0,0.0,0.0,0.0,0.0,0.462698412698,0.0
