,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Bathilda Bagshot,Charlie Weasley,Cornelius Fudge,Dean Thomas,Dedalus Diggle,Draco Malfoy,Dudley Dursley,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Madam Malkin,Madam Rosmerta,Marcus Flint,Mary Cattermole,Mary Riddle,Minerva McGonagall,Mrs. Norris,Neville Longbottom,Newt Scamander,Nicolas Flamel,Oliver Wood,Pansy Parkinson,Parvati Patil,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Susan Bones,Terry Boot,Vernon Dursley,William Weasley
Dedalus Diggle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252083333333,0.252083333333,0.0,0.317046130952,0.270943877551,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.304166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.433333333333,0.433333333333,0.440277777778,0.0,0.0,0.2375,0.433333333333,0.0,0.0,0.0,0.0
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348109066859,0.32402717605,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.367005504783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324443830401,0.0,0.0,0.0,0.190277777778,0.0,0.0,0.0,0.0,0.0,0.347654533675,0.0
Fred Weasley,0.0,0.0,0.419230769231,0.419230769231,0.6,0.294223871367,0.0,0.285570228091,0.0,0.0,0.0,0.0,0.0,0.0,0.29748793255,0.294223871367,0.0,0.0,0.0,0.48873015873,0.309161351101,0.538860544218,0.0,0.419230769231,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.122222222222,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.303388829216,0.0,0.0,0.0,0.0,0.288542011399,0.505555555556,0.616666666667,0.0,0.0,0.0,0.0,0.0,0.294223871367
George Weasley,0.0,0.0,0.419230769231,0.419230769231,0.6,0.269813096956,0.0,0.261877417634,0.0,0.0,0.0,0.0,0.0,0.29748793255,0.0,0.269813096956,0.0,0.0,0.0,0.554222222222,0.301810706654,0.538860544218,0.0,0.419230769231,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.122222222222,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.282189998807,0.0,0.0,0.0,0.0,0.259749970164,0.505555555556,0.616666666667,0.0,0.0,0.0,0.0,0.0,0.269813096956
Ginevra Weasley,0.0,0.0,0.0,0.0,0.6,0.284936172,0.0,0.274759880143,0.0,0.0,0.0,0.0,0.0,0.294223871367,0.269813096956,0.0,0.0,0.0,0.0,0.578518518519,0.304185185185,0.538860544218,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.294763367713,0.0,0.0,0.0,0.0,0.279353010021,0.505555555556,0.616666666667,0.0,0.0,0.0,0.0,0.0,0.284936172
Gregory Goyle Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252083333333,0.0,0.0,0.0,0.0,0.0,0.358333333333,0.0,0.0,0.428333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.433333333333,0.433333333333,0.4,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0
Gregory Goyle Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252083333333,0.0,0.0,0.0,0.0,0.358333333333,0.0,0.0,0.0,0.428333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.433333333333,0.433333333333,0.4,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.412301587302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.0,0.386243386243,0.0,0.0,0.320502057613,0.578518518519,0.0,0.578518518519,0.0,0.28125,0.0,0.317046130952,0.348109066859,0.48873015873,0.554222222222,0.578518518519,0.0,0.0,0.0,0.0,0.335945857078,0.351889233954,0.290721603062,0.0,0.409722222222,0.3,0.290721603062,0.232638888889,0.414162257496,0.431693121693,0.130555555556,0.0,0.0,0.402414021164,0.458,0.565763888889,0.0,0.562962962963,0.374417162698,0.0,0.409722222222,0.683888888889,0.0,0.287382154882,0.429320987654,0.429320987654,0.364172616926,0.362004524967,0.221875,0.378188131313,0.429320987654,0.0,0.0,0.378043931377,0.578518518519
Helena Ravenclaw,0.48933982684,0.325374729437,0.595032051282,0.709615384615,0.299475308642,0.304185185185,0.0,0.280163398693,0.2,0.339756944444,0.7,0.270943877551,0.32402717605,0.309161351101,0.301810706654,0.304185185185,0.428333333333,0.428333333333,0.412301587302,0.335945857078,0.0,0.361064644357,0.213333333333,0.319950287807,0.221944444444,0.349922299922,0.265777777778,0.343438208617,0.395270723104,0.397758445258,0.332664522088,0.0,0.0,0.423363628606,0.322586815162,0.41001771542,0.0,0.612700617284,0.292078638954,0.0,0.349305555556,0.26823419379,0.334523809524,0.308636279741,0.41807452877,0.41807452877,0.359369067071,0.348888762913,0.44765625,0.308914141414,0.41807452877,0.0,0.0,0.289667329097,0.285882352941
Hermione Granger,0.0,0.0,0.0,0.0,0.0,0.538860544218,0.0,0.538860544218,0.0,0.5,0.0,0.2,0.0,0.538860544218,0.538860544218,0.538860544218,0.0,0.0,0.0,0.351889233954,0.361064644357,0.0,0.0,0.0,0.409722222222,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.666666666667,0.0,0.15,0.0,0.0,0.0,0.0,0.409722222222,0.380527210884,0.0,0.0,0.0,0.0,0.370988331444,0.423611111111,0.0,0.25,0.0,0.0,0.0,0.0,0.538860544218
James Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.290721603062,0.213333333333,0.0,0.0,0.0,0.0,0.0,0.281294229497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Katie Bell,0.0,0.0,0.536431623932,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.319950287807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.489551282051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.330357142857,0.0,0.0,0.0,0.0,0.0
Lavender Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409722222222,0.221944444444,0.409722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409722222222,0.0,0.0,0.2,0.0,0.0,0.409722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.533333333333,0.533333333333,0.0,0.0,0.0,0.3,0.349922299922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.533333333333
Lily Potter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.290721603062,0.265777777778,0.0,0.281294229497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Lord Voldemort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232638888889,0.343438208617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.431547619048,0.0,0.0,0.0,0.0,0.0
Madam Malkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414162257496,0.395270723104,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299552823719,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.431693121693,0.397758445258,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.299552823719,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0,0.536431623932,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.419230769231,0.0,0.0,0.0,0.0,0.130555555556,0.332664522088,0.0,0.0,0.489551282051,0.0,0.45,0.0,0.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.0,0.400476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.402414021164,0.423363628606,0.666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mrs. Norris,0.0,0.0,0.0,0.0,0.268166666667,0.122222222222,0.0,0.122222222222,0.2,0.0,0.0,0.0,0.367005504783,0.122222222222,0.122222222222,0.122222222222,0.0,0.0,0.0,0.458,0.322586815162,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122222222222,0.0,0.384438339438,0.0,0.0,0.183407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.416474867725,0.122222222222
Neville Longbottom,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.304166666667,0.0,0.0,0.0,0.0,0.433333333333,0.433333333333,0.0,0.565763888889,0.41001771542,0.15,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.433333333333,0.505952380952,0.288888888889,0.09375,0.0,0.433333333333,0.0,0.0,0.0,0.0
Newt Scamander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolas Flamel,0.0,0.335,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.562962962963,0.612700617284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Wood,0.0,0.0,0.419230769231,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.419230769231,0.0,0.0,0.0,0.0,0.374417162698,0.292078638954,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.419230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pansy Parkinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parvati Patil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409722222222,0.349305555556,0.409722222222,0.0,0.0,0.409722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.409722222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Weasley,0.0,0.0,0.0,0.0,0.6,0.294763367713,0.0,0.285552012472,0.0,0.0,0.0,0.0,0.0,0.303388829216,0.282189998807,0.294763367713,0.0,0.0,0.0,0.683888888889,0.26823419379,0.380527210884,0.0,0.0,0.0,0.533333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.288695173307,0.505555555556,0.616666666667,0.0,0.0,0.0,0.0,0.0,0.294763367713
Peter Pettigrew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.575,0.575,0.0,0.0,0.334523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Petunia Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324443830401,0.0,0.0,0.0,0.0,0.0,0.0,0.287382154882,0.308636279741,0.0,0.5,0.3,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.384438339438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190277777778,0.0,0.0,0.0,0.0,0.0,0.314487980454,0.0
Phineas Nigellus Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.433333333333,0.433333333333,0.0,0.429320987654,0.41807452877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424119791667,0.416666666667,0.4125,0.0,0.0,0.423967687075,0.0,0.0,0.0,0.0
Regulus Arcturus Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.433333333333,0.433333333333,0.0,0.429320987654,0.41807452877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.424119791667,0.0,0.416666666667,0.4125,0.0,0.0,0.423967687075,0.0,0.0,0.0,0.0
Ronald Weasley,0.0,0.2,0.0,0.0,0.502,0.279353010021,0.0,0.270623228458,0.0,0.3,0.0,0.440277777778,0.0,0.288542011399,0.259749970164,0.279353010021,0.4,0.4,0.0,0.364172616926,0.359369067071,0.370988331444,0.0,0.0,0.409722222222,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.183407407407,0.505952380952,0.0,0.0,0.0,0.0,0.409722222222,0.288695173307,0.0,0.0,0.416666666667,0.416666666667,0.0,0.523333333333,0.616666666667,0.342857142857,0.416666666667,0.0,0.0,0.0,0.279353010021
Rubeus Hagrid,0.0,0.234722222222,0.0,0.0,0.45,0.505555555556,0.0,0.252777777778,0.0,0.0,0.0,0.0,0.190277777778,0.505555555556,0.505555555556,0.505555555556,0.0,0.0,0.0,0.362004524967,0.348888762913,0.423611111111,0.0,0.0,0.0,0.0,0.0,0.35,0.18,0.18,0.0,0.0,0.0,0.613888888889,0.0,0.288888888889,0.0,0.0,0.0,0.0,0.0,0.505555555556,0.0,0.190277777778,0.4125,0.4125,0.523333333333,0.0,0.0,0.206944444444,0.4125,0.0,0.0,0.0,0.505555555556
Seamus Finnigan,0.0,0.0,0.0,0.0,0.0,0.616666666667,0.0,0.616666666667,0.0,0.28125,0.0,0.0,0.0,0.616666666667,0.616666666667,0.616666666667,0.0,0.0,0.0,0.221875,0.44765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.616666666667,0.0,0.0,0.0,0.0,0.616666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.616666666667
Severus Snape,0.0,0.357142857143,0.0,0.0,0.0875,0.0,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.378188131313,0.308914141414,0.25,0.0,0.330357142857,0.0,0.0,0.0,0.431547619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.342857142857,0.206944444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sirius Black,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.433333333333,0.433333333333,0.0,0.429320987654,0.41807452877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.423967687075,0.423967687075,0.416666666667,0.4125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
