,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Argus Filch,Arthur Weasley,Charlie Weasley,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fluffy,Frank Bryce,Frank Longbottom,Fred Weasley,George Weasley,Gilderoy Lockhart,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helga Hufflepuff,Hermione Granger,Justin Finch-Fletchley,Katie Bell,Lavender Brown,Lee Jordan,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marcus Flint,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Millicent Bulstrode,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Neville Longbottom,Newt Scamander,Oliver Wood,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Regulus Arcturus Black,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Salazar Slytherin,Seamus Finnigan,Severus Snape,Teddy Lupin,Tom Riddle,Vernon Dursley,William Weasley
Draco Malfoy,0.0,-0.121964285714,0.0,0.0,0.0,0.0296464646465,0.0305735930736,-0.3,0.121875,0.0,0.0,0.366666666667,0.15,0.0,0.0,0.0,0.0251782531194,0.0249368686869,0.105,0.0404461279461,0.3,0.0,0.0716490156669,0.0,0.0191203703704,0.0,-0.151851851852,0.0,0.0,0.0,0.0360951129369,0.1,0.1,0.0,0.1075,0.0,0.0,0.0,0.0,0.0,0.0305735930736,0.0,0.0,0.0,0.0,0.0,0.0,0.0267518939394,0.0,0.366666666667,-0.0394642857143,-0.0394642857143,0.0381818181818,0.0,0.178619047619,-0.000477272727273,0.0,0.0492063492063,0.0,0.0,0.366666666667,0.0305735930736
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0285856331169,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.366666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218650793651,-0.0130952380952,-0.0130952380952,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193039434524,0.0
Ernie Macmillan,-0.0559523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.0614285714286,0.266666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0767857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0833333333333,-0.0833333333333,0.0916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fluffy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Bryce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Longbottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0208333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0971726190476,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0627678571429,-0.152678571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0416666666667,0.0,0.0,0.0,0.0,0.0
Fred Weasley,0.0,0.00714285714286,0.0388528138528,0.0,0.6,0.03597996633,0.0298196443196,-0.366666666667,0.0,0.0,0.0251782531194,0.0,0.0,0.0,0.0,0.0,0.0,0.0323604676039,0.1125,0.0252962807802,-0.115972222222,0.0,0.0620535544919,-0.155555555556,0.308333333333,0.0,0.0,0.0,-0.1179138322,0.0,0.00991436100132,-0.625,-0.625,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0242230315246,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.035125759657,0.0,0.0,0.0,0.0,0.0303792820574,-0.155555555556,0.075,0.118181818182,0.0,0.0,0.0,0.1,0.0,0.0293437989316
George Weasley,0.0,0.00714285714286,-0.0185425685426,0.0,0.6,0.0381394998567,0.0320888628676,-0.366666666667,0.0,0.0,0.0249368686869,0.0,0.0,0.0,0.0,0.0,0.0323604676039,0.0,0.1125,0.0271856773717,-0.115972222222,0.0,0.0501165799864,-0.155555555556,0.308333333333,0.0,0.0,0.0,-0.1179138322,0.0,0.0118506493506,-0.625,-0.625,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0272148526767,0.0,0.0,0.0,-0.0828823953824,0.0,0.0,0.0322830166549,0.0,0.0,0.0,0.0,0.0325762419165,-0.155555555556,0.075,0.118181818182,0.0,0.0,0.0,0.1,0.0,0.0315713005632
Gilderoy Lockhart,0.0,0.0466666666667,0.0,0.0,-0.0666666666667,0.1125,0.1125,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.1125,0.1125,0.0,0.078,-0.0833333333333,0.0,0.0489362373737,-0.166666666667,-0.0624358974359,0.316666666667,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0777777777778,0.1125,0.0,0.1,0.0,0.0,0.0,0.0,0.1125,0.0,0.0,-0.0275,-0.0275,-0.0414148351648,0.0,0.00204081632653,0.0,-0.04375,0.000963955026455,0.0,0.0,0.0,0.1125
Ginevra Weasley,0.0,0.052380952381,0.0388528138528,0.0,0.0,0.0371301704675,0.0314948446615,-0.243333333333,0.0,0.0,0.0404461279461,0.0,0.0,0.0,0.0,0.0,0.0252962807802,0.0271856773717,0.078,0.0,-0.103703703704,0.0,0.0464544960081,-0.155555555556,0.308333333333,0.0,0.0,0.0,-0.237037037037,0.155555555556,0.0240013774105,0.0,0.0,0.0,0.0,0.0,0.0,0.0875566893424,0.0,0.0,0.0249172554005,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0278309940231,0.0,0.0,0.0,0.0,0.0346913391012,-0.0777777777778,0.075,0.136363636364,0.0,0.0,0.0,0.0750485908649,0.0,0.0310176500454
Godric Gryffindor,-0.0333333333333,0.0833333333333,0.0,0.0,0.0,-0.0777777777778,-0.0777777777778,0.0,0.0,-0.0416666666667,0.3,0.0,0.0,0.0,0.0,-0.0971726190476,-0.115972222222,-0.115972222222,-0.0833333333333,-0.103703703704,0.0,0.0,0.0240627004169,-0.0460317460317,-0.0952744107744,-0.166666666667,0.0,0.0,-0.155555555556,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0879469296136,0.0,-0.123333333333,-0.0777777777778,0.0,-0.0971726190476,-0.152678571429,0.0753174603175,0.0,0.0,-0.0638888888889,0.0,0.0,0.0,0.0,-0.0843097643098,-0.0452441077441,-0.166666666667,-0.0127575757576,-0.0416666666667,-0.291666666667,0.0,0.0879469296136,0.0,-0.0777777777778
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.0876488095238,0.119836172409,0.0,0.0,0.056954887218,0.0752265902266,0.0732469431154,-0.0362956664147,0.0,0.00961538461538,0.0716490156669,0.0285856331169,-0.0614285714286,0.0446428571429,0.0,-0.075,0.0620535544919,0.0501165799864,0.0489362373737,0.0464544960081,0.0240627004169,-0.1,0.0,-0.0833333333333,0.0602861296952,0.0893939393939,0.0,0.3,0.0,0.201111388611,0.0769262924025,-0.138577097506,-0.138577097506,0.0,0.0,-0.23125,0.0,0.00914152804293,0.0,-0.0430357142857,0.0651971639472,0.0,-0.172222222222,0.0,-0.00966666666667,0.0,0.0,0.0568039485767,0.0,0.0916666666667,-0.0250242504409,-0.0250242504409,0.0314379579552,-0.3,0.0587183023616,0.0988266928545,0.0,0.0476538243503,0.0,0.00876063104114,-0.0763225081699,0.0732469431154
Helga Hufflepuff,0.0,-0.166666666667,0.0,0.0,0.0,-0.155555555556,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.266666666667,0.0,0.0,0.0,-0.155555555556,-0.155555555556,-0.166666666667,-0.155555555556,-0.0460317460317,0.0,-0.0833333333333,0.0,-0.0833333333333,-0.166666666667,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166666666667,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,-0.0805555555556,-0.0328703703704,-0.166666666667,-0.00833333333333,0.0,0.0,0.0,0.0,0.0,-0.155555555556
Hermione Granger,0.175,-0.0833333333333,0.0,0.0,0.233333333333,0.42037037037,0.42037037037,-0.0666666666667,0.0,0.0,0.0191203703704,0.225,0.0,0.0,0.0,0.0,0.308333333333,0.308333333333,-0.0624358974359,0.308333333333,-0.0952744107744,0.0,0.0602861296952,-0.0833333333333,0.0,-0.188888888889,0.0,0.0,0.0,0.0,0.081553030303,-0.0505555555556,-0.0505555555556,0.0,0.0,0.0,0.0,-0.5,-0.44,0.158333333333,0.415833333333,0.0,-0.115476190476,0.0,0.0,0.0,0.0,0.282936507937,0.0358585858586,0.0,-0.252777777778,-0.252777777778,0.0674755702387,0.175,0.199404761905,-0.10880952381,-0.4,-0.168055555556,0.0,-0.5,0.0,0.42037037037
Justin Finch-Fletchley,0.107465277778,-0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316666666667,0.0,-0.166666666667,0.0,0.0893939393939,-0.166666666667,-0.188888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.4,-0.166666666667,0.0,0.0,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0791666666667,0.0,-0.166666666667,0.0,-0.4,0.25,0.0,0.0,0.0,0.0
Katie Bell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,-0.151851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.127777777778,0.0,0.0,0.0,0.0,0.317142857143,0.0,0.0,0.0,0.0
Lavender Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0,-0.237037037037,-0.237037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1179138322,-0.1179138322,0.0,-0.237037037037,-0.155555555556,0.0,0.0,-0.155555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.237037037037,0.0,0.0,0.0,0.0,0.0,0.0,-0.204232804233,0.0,0.0,0.0,0.0,-0.237037037037,-0.155555555556,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,-0.237037037037
Lord Voldemort,0.0,0.452380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155555555556,0.0,0.0,0.201111388611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158333333333,0.0,0.0,0.0,0.0,-0.0125,0.0,-0.0324893162393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.009375,0.575,0.0,0.0,0.0,-0.0398443223443,0.0,0.0
Lucius Malfoy,0.0,0.00151785714286,0.0,0.0,0.0,0.0128787878788,0.0126683501684,-0.3,0.08125,0.0,0.0360951129369,0.366666666667,0.1125,0.0,0.0,0.0,0.00991436100132,0.0118506493506,0.105,0.0240013774105,0.3,0.0,0.0769262924025,0.0,0.081553030303,0.0,-0.102777777778,0.0,0.0,0.158333333333,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126683501684,0.0,0.0,0.0,0.0,0.0,0.0,0.0114015151515,0.0,0.366666666667,-0.0274206349206,-0.0274206349206,0.0272144522145,0.0,-0.0220476190476,-0.0779220779221,0.0,0.0574074074074,0.0,0.0,0.366666666667,0.0126683501684
Madam Malkin,0.2,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.625,-0.625,0.0,0.0,0.0,0.0,-0.138577097506,0.0,-0.0505555555556,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0531036829332,0.0,0.0916666666667,0.0,0.0,0.0,0.0,-0.0833333333333,0.0,0.0,0.0,0.0,0.0305555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.2,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,-0.625,-0.625,0.0,0.0,0.0,0.0,-0.138577097506,0.0,-0.0505555555556,0.2,0.0,0.0,0.0,0.0,0.1,0.0531036829332,0.0,0.0,0.0916666666667,0.0,0.0,0.0,0.0,-0.0833333333333,0.0,0.0,0.0,0.0,0.0305555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0194444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mafalda Hopkirk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0916666666667,0.0916666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16125,0.0,0.0,0.0,0.0,0.0,0.0
Marvolo Gaunt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23125,0.0,0.0,0.0,0.0,0.0,0.0,-0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23125,0.0,0.3,0.0,-0.00833333333333,0.0,0.0
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.214166666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0875566893424,0.0879469296136,0.0,0.00914152804293,0.0,-0.5,0.0,0.0,0.0,0.0,-0.0324893162393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291666666667,0.0,0.0,0.00833333333333,0.00833333333333,0.0769047619048,0.0,-0.0113591269841,0.0952380952381,0.0,-0.266666666667,0.0,0.0338760145623,0.0,0.0
Millicent Bulstrode,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,-0.0285714285714,0.107083333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0767857142857,0.0,0.0,0.0,0.0,0.0,0.0777777777778,0.0,-0.123333333333,0.0,-0.0430357142857,-0.166666666667,0.158333333333,-0.166666666667,0.0,0.0,0.0,0.0,0.0,-0.0833333333333,-0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.00793650793651,0.0,-0.108333333333,0.0,0.6,0.112159863946,0.0,0.0,0.0,0.0
Molly Weasley,0.0,-0.0371428571429,0.0388528138528,0.0,0.0,0.0357281887362,0.0280961126416,-0.366666666667,0.0,0.0,0.0305735930736,0.0,0.0,0.0,0.0,0.0,0.0242230315246,0.0272148526767,0.1125,0.0249172554005,-0.0777777777778,0.0,0.0651971639472,-0.155555555556,0.415833333333,0.0,0.0,0.0,-0.237037037037,0.0,0.0126683501684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211038961039,0.0,0.0,0.0266141414141,0.0,0.0,0.0,0.0,0.030734533363,-0.155555555556,0.05625,0.136363636364,0.0,0.0,0.0,0.0,0.0,0.0277359060692
Mundungus Fletcher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
