,"""Nearly Headless"" Nick",Albus Dumbledore,Alicia Spinnet,Angelina Johnson,Arthur Weasley,Bathilda Bagshot,Cedric Diggory,Charlie Weasley,Cho Chang,Colin Creevey,Cornelius Fudge,Dean Thomas,Draco Malfoy,Dudley Dursley,Ernie Macmillan,Fred Weasley,George Weasley,Ginevra Weasley,Gregory Goyle Jr,Gregory Goyle Sr,Hannah Abbott,Harry Potter,Helena Ravenclaw,Hermione Granger,James Potter,Katie Bell,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Madam Malkin,Madam Rosmerta,Marcus Flint,Marjorie Dursley,Mary Cattermole,Mary Riddle,Minerva McGonagall,Molly Weasley,Neville Longbottom,Newt Scamander,Oliver Wood,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Poppy Pomfrey,Regulus Arcturus Black,Remus Lupin,Ronald Weasley,Rubeus Hagrid,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Tom Riddle,Vernon Dursley,Vincent Crabbe Jr,Vincent Crabbe Sr,Walden Macnair,William Weasley
Cornelius Fudge,0.0,0.177777777778,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0905952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30625,0.0,0.0,-0.0933333333333,0.0,0.0,0.0,0.0,0.295833333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35,0.0,0.0490740740741,0.0,0.0490740740741,0.0,0.5,0.441666666667,0.0,-0.0227272727273,0.0420634920635,-1.0,0.0,-0.30625,0.0,0.0,0.0,-0.00694444444444,1.0
Dean Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104166666667,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0333333333333,0.0,0.0,0.0,-0.433333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,0.25,0.0,-0.0714285714286,-0.0154761904762,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415178571429,-0.0916418650794,-0.0154761904762,-0.0415890269151,-0.0415890269151,0.0,0.0697231182796,0.215740740741,0.111275510204,0.0216666666667,0.0,0.0,0.0,0.0216666666667,0.0,0.00495111303013,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.0,0.0,0.0,-0.0154761904762,0.625,0.0,-0.108333333333,0.0,-0.108333333333,-0.1,0.070087962963,0.141666666667,0.0,0.0474716553288,-0.108333333333,0.0,0.25,0.0,0.0,-0.0455498866213,-0.0455498866213,0.266666666667,-0.0154761904762
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678398337773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000562169312169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0478176857864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0136717246873,0.0,0.0,0.0,0.0
Ernie Macmillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0113888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fred Weasley,0.0,0.35,-0.0200892857143,0.164880952381,0.0786336066824,0.0,0.0,0.0743494468494,0.0,0.0,1.0,0.0,0.0415178571429,0.0,0.0,0.0,0.0636108937916,0.0739468416888,0.0,0.0,0.0,0.0958218864469,0.0,0.0918253968254,-0.046875,0.0223214285714,0.0,0.0625,0.0,0.0,0.0415178571429,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0742155520217,0.0,0.0,0.167974720752,0.0,0.0,0.0,0.0664725885656,-0.3625,0.0,-0.143981481481,0.0,-0.143981481481,-0.1875,0.0579432383537,1.0,0.0,0.0666666666667,-0.109953703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0772661135161
George Weasley,0.0,0.32,0.0669642857143,0.229761904762,0.0788730559564,0.0,0.0,0.0746992280529,0.0,0.0,1.0,0.0,-0.0916418650794,0.0,0.0,0.0636108937916,0.0,0.0748847603014,0.0,0.0,0.0,0.0890376984127,0.0,0.0918253968254,0.0,0.0892857142857,0.0,0.0625,0.0,0.0,-0.0916418650794,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0745050505051,0.0,0.0,0.331865079365,0.0,0.0,0.0,0.0672387334887,0.0666666666667,0.0,-0.143981481481,0.0,-0.143981481481,0.0,0.0644216492043,1.0,0.0,0.0666666666667,-0.109953703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0775447565082
Ginevra Weasley,0.0,0.32,0.0,0.3,0.0752848683883,0.0,0.0,0.0706464135668,0.0,0.0,1.0,0.0,-0.0154761904762,0.0,0.0,0.0739468416888,0.0748847603014,0.0,0.0,0.0,0.0,0.0827746449457,0.0,0.00925925925926,0.0,0.0,0.0,0.0625,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0715028962369,-0.1365,0.0,0.261160714286,0.0,0.0,0.0,0.0646756253006,0.066369047619,0.0,-0.143981481481,0.0,-0.143981481481,0.0,0.0757606553338,1.0,0.0,0.0666666666667,-0.109953703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0737437586995
Gregory Goyle Jr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0415890269151,0.0,0.0,0.0,0.0,0.0,0.0,-0.0715434249581,0.0,0.0987103174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0299702380952,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,-0.108333333333,0.0,-0.333333333333,0.875,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.0461790858319,-0.0461790858319,0.0,0.0
Gregory Goyle Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0415890269151,0.0,0.0,0.0,0.0,0.0,-0.0715434249581,0.0,0.0,0.0987103174603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0299702380952,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,-0.108333333333,0.0,-0.333333333333,0.875,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.0461790858319,-0.0461790858319,0.0,0.0
Hannah Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0166666666667,0.0,-0.0166666666667,0.0,0.0,0.0,0.0,0.0,-0.0166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter,0.0,0.0799836601307,0.0704365079365,0.0297619047619,0.115139490139,0.0,0.126476190476,0.115139490139,0.0676136363636,0.01875,0.0905952380952,0.104166666667,0.0697231182796,0.0678398337773,-0.0113888888889,0.0958218864469,0.0890376984127,0.0827746449457,0.0987103174603,0.0987103174603,0.0,0.0,0.077178030303,0.0303861010122,0.0118811252405,0.025744047619,-0.157407407407,0.15625,0.021703518501,0.0606349206349,0.060826984127,0.148126984127,0.148126984127,0.3375,-0.00614528218695,0.0,0.0,-0.029828042328,0.0920450350683,0.0583455165692,0.0,0.119811443517,0.0,-0.5,0.196296296296,0.0977772967773,-0.0291890681004,0.0539964698,-0.100810873337,0.078380952381,-0.100810873337,0.0574620811287,0.0291171807678,0.0374914250212,0.302777777778,-0.0997295574796,-0.0792591197632,0.0254120879121,-0.0729850589226,-0.0142857142857,0.0434595508658,0.116107503608,0.116107503608,-0.0333333333333,0.132341269841
Helena Ravenclaw,0.0,0.08,0.0,0.0,0.0,0.0,0.333333333333,0.0,0.228125,0.0,0.0,0.0,0.215740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077178030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.215740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hermione Granger,0.0,-0.015811965812,0.0,0.0,0.104861111111,0.0,0.0,0.104861111111,0.0,0.0,0.0,0.0,0.111275510204,0.0,0.0,0.0918253968254,0.0918253968254,0.00925925925926,0.0,0.0,0.0,0.0303861010122,0.0,0.0,0.1,0.0,-0.134333333333,0.0,0.1,1.0,0.0717857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0315200617284,0.0884259259259,-0.0828571428571,0.0,-0.05,0.0,0.0,0.0,0.0882777777778,0.102331349206,0.0,-0.116622807018,0.3,-0.116622807018,0.110215498236,0.0304247028021,0.0158522727273,0.285714285714,0.00698099415205,-0.1293,0.0,-0.0732142857143,1.0,-0.25,0.0,0.0,0.0,0.104861111111
James Potter,0.0,-0.0111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0,0.0,0.0,0.0216666666667,0.0,0.0,-0.046875,0.0,0.0,0.0,0.0,0.0,0.0118811252405,0.0,0.1,0.0,0.0,0.0,0.0,0.00403951625631,0.0190476190476,0.0216666666667,0.190476190476,0.190476190476,0.0,0.3,0.0,0.0,-0.00277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0583333333333,0.0,-0.0951357560568,0.195238095238,-0.0951357560568,-0.121474358974,0.0,0.0,0.0,-0.107575757576,-0.0880281882868,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0
Katie Bell,0.0,0.0,0.00992063492063,0.00992063492063,0.0,0.0,0.0,0.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0223214285714,0.0892857142857,0.0,0.0,0.0,0.0,0.025744047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lavender Brown,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.157407407407,0.0,-0.134333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.2375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0325,-0.191666666667,0.0,-0.06,0.0,0.0,0.540740740741,0.0,0.0,0.0,0.0,0.0,0.0
Lee Jordan,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.633333333333,0.0,0.0,0.0,-0.2125,0.0625,0.0,0.0,1.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625
Lily Potter,0.0,0.0666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.116666666667,0.0,0.0,0.0,0.0216666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021703518501,0.0,0.1,0.00403951625631,0.0,0.0,0.0,0.0,0.0190476190476,0.0216666666667,0.285714285714,0.285714285714,0.0,0.3,0.0,0.0,-0.00277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.120833333333,0.0,-0.0732830687831,0.292857142857,-0.0732830687831,-0.145833333333,0.0,0.0,0.0,-0.0604166666667,-0.065378968254,0.0,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0
Lord Voldemort,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606349206349,0.0,1.0,0.0190476190476,0.0,0.0,0.0,0.0190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0641666666667,0.0,-0.0641666666667,-0.0916666666667,0.0,0.0,0.0,0.0678571428571,-0.0196428571429,-1.0,0.0,-0.00133928571429,0.0,0.0,0.0,0.0,0.0
Lucius Malfoy,0.0,0.25,0.0,-0.0714285714286,-0.0154761904762,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.0,0.00495111303013,0.0,0.0,0.0415178571429,-0.0916418650794,-0.0154761904762,-0.0299702380952,-0.0299702380952,0.0,0.060826984127,0.215740740741,0.0717857142857,0.0216666666667,0.0,0.0,0.0,0.0216666666667,0.0,0.0,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.0,0.0,0.0,-0.0154761904762,0.625,0.0,-0.108333333333,0.0,-0.108333333333,-0.05,0.0604974001095,0.141666666667,0.0,0.0474716553288,-0.108333333333,0.0,0.25,0.0,0.0,-0.0333002645503,-0.0333002645503,0.266666666667,-0.0154761904762
Madam Malkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148126984127,0.0,0.0,0.190476190476,0.0,0.0,1.0,0.285714285714,0.0,0.0,0.0,0.00414374840845,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343333333333,0.0,0.0,0.0,0.0,-0.1875,0.0,-0.166666666667,-0.00658048741382,-0.166666666667,0.0,0.1375,0.55,0.0,0.0,-0.166666666667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madam Rosmerta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0933333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148126984127,0.0,0.0,0.190476190476,0.0,0.0,1.0,0.285714285714,0.0,0.0,0.00414374840845,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.343333333333,0.0,0.0,0.0,0.0,-0.1875,0.0,-0.166666666667,-0.00658048741382,-0.166666666667,0.0,0.11,0.275,0.0,0.0,-0.166666666667,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Flint,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,-0.108333333333,-0.108333333333,0.0,0.3375,0.0,0.0,0.0,0.0,0.0,0.633333333333,0.0,0.0,-0.108333333333,1.0,1.0,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.199553571429,0.0,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,-0.108333333333,0.0,0.0,0.0,0.0,0.0,-0.108333333333,0.0,0.0,0.0,0.0,-0.108333333333,-0.108333333333,0.0,0.0
Marjorie Dursley,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,-0.000562169312169,0.0,0.35,0.35,0.35,0.0,0.0,0.0,-0.00614528218695,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,-0.0208630952381,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0840591060986,0.0,0.0,0.0,0.35
Mary Cattermole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mary Riddle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Minerva McGonagall,0.0,0.0725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.295833333333,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.029828042328,0.0,0.0315200617284,-0.00277777777778,0.0416666666667,-0.06,-0.2125,-0.00277777777778,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,-0.05,0.0,0.0,0.0,0.0,0.425,0.0,-0.208333333333,0.0,-0.208333333333,0.054375,-0.0795138888889,0.0833333333333,0.0,0.0244444444444,-0.208333333333,0.0,-0.331666666667,0.0,0.175,0.0,0.0,0.0,0.0
Molly Weasley,0.0,0.228571428571,0.0,0.3,0.076153770472,0.0,0.0,0.0709731570133,0.0,0.0,1.0,0.0,-0.0154761904762,0.0,0.0,0.0742155520217,0.0745050505051,0.0715028962369,0.0,0.0,0.0,0.0920450350683,0.0,0.0884259259259,0.0,0.0,0.0,0.0625,0.0,0.0,-0.0154761904762,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.261160714286,0.0,0.0,0.0,0.0695517803792,0.1,0.0,-0.143253968254,0.0,-0.143253968254,0.0,0.0764535027377,1.0,0.0,0.0666666666667,-0.131018518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0735279015389
Neville Longbottom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333333333333,0.0,0.0,0.25,0.0,0.0,-0.1365,0.2,0.2,0.0,0.0583455165692,0.0,-0.0828571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.166666666667,0.0,-0.275,0.0,-0.275,0.05,-0.077037037037,0.0,0.0936507936508,-0.0784045815296,-0.238888888889,0.178571428571,0.0,0.0,0.0,0.2,0.2,0.0,0.0
