,"""Nearly Headless"" Nick",Aberforth Dumbledore,Alastor Moody,Albus Dumbledore,Alecto Carrow,Alicia Spinnet,Amycus Carrow,Andromeda Tonks,Angelina Johnson,Anthony Goldstein,Antioch Peverell,Ariana Dumbledore,Arthur Weasley,Bartemius Crouch Sr,Bathilda Bagshot,Beedle the Bard,Bellatrix Lestrange,Cadmus Peverell,Cedric Diggory,Charity Burbage,Charlie Weasley,Cho Chang,Colin Creevey,Dean Thomas,Dedalus Diggle,Dilys Derwent,Dirk Cresswell,Dolores Umbridge,Draco Malfoy,Dudley Dursley,Elphias Doge,Ernie Macmillan,Fenrir Greyback,Filius Flitwick,Fleur Delacour,Fred Weasley,Gabrielle Delacour,Gellert Grindelwald,George Weasley,Ginevra Weasley,Godric Gryffindor,Hannah Abbott,Harry Potter,Helena Ravenclaw,Helga Hufflepuff,Hepzibah Smith,Hermione Granger,Horace Slughorn,Ignotus Peverell,Igor Karkaroff,James Potter,Katie Bell,Kingsley Shacklebolt,Lavender Brown,Lee Jordan,Lily Potter,Lord Voldemort,Lucius Malfoy,Luna Lovegood,Madam Malkin,Madam Rosmerta,Mafalda Hopkirk,Marvolo Gaunt,Mary Cattermole,Mary Riddle,Michael Corner,Minerva McGonagall,Molly Weasley,Mundungus Fletcher,Narcissa Malfoy,Neville Longbottom,Nicolas Flamel,Nymphadora Tonks,Oliver Wood,Padma Patil,Pansy Parkinson,Parvati Patil,Penelope Clearwater,Percy Weasley,Peter Pettigrew,Petunia Dursley,Phineas Nigellus Black,Pius Thicknesse,Pomona Sprout,Reginald Cattermole,Regulus Arcturus Black,Remus Lupin,Rita Skeeter,Rodolphus Lestrange,Ronald Weasley,Rowena Ravenclaw,Rubeus Hagrid,Rufus Scrimgeour,Salazar Slytherin,Seamus Finnigan,Severus Snape,Sirius Black,Stan Shunpike,Sybill Patricia Trelawney,Ted Tonks,Teddy Lupin,Terry Boot,Tom Riddle,Vernon Dursley,Viktor Krum,Walden Macnair,William Weasley,Xenophilius Lovegood,Zacharias Smith
Bellatrix Lestrange,0.0,0.0166666666667,0.0,0.0166666666667,0.0,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0166666666667,0.15,0.0,0.0,-0.0137738997114,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0541145833333,0.0,0.0,0.0,-0.0145833333333,0.0,0.0166666666667,0.15,0.0,0.0,0.15,0.0,-0.0487103174603,0.0,-0.0161964285714,0.0,0.0,0.0,-0.0240907825118,0.0,0.0,0.0,0.0899305555556,0.0,0.0,0.0555555555556,0.0,0.0899305555556,-0.0232638888889,-0.0541666666667,0.0,0.0575171356421,0.0575171356421,0.0,0.0,0.0,0.0,0.0,0.0,0.0752976190476,0.0,-0.0126666666667,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,-0.0476851851852,0.0,0.0,0.0,-0.0476851851852,0.0,0.0,0.0254250090188,-0.041875,0.0,-0.3,0.0,0.0,0.0,-0.3,0.0386574074074,0.0,0.0,0.0277777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.105555555556,0.0,0.0
Cadmus Peverell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0021484375,0.0,0.0,0.0,0.0,-0.0059375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.0,-0.146875,0.0,0.0,0.0,-0.0625,0.0,0.000822368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0734375,0.0,0.0,0.0,0.0,0.0,-0.0734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cedric Diggory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.144444444444,0.0,0.0,0.0,0.0,-0.144444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charity Burbage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0237847222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0298611111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Weasley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050958994709,0.0,0.0,0.0,0.0,0.0267189499403,0.0,0.0,0.0378317827944,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.136111111111,0.0,-0.0375,0.0,0.0750740740741,0.0233119583406,0.112018849206,0.0,0.0258241929979,0.0231849645744,0.0,0.0,0.0344332694764,0.0,0.0,0.0,0.0308449074074,0.25,0.0,0.0,0.0,0.0,-0.00432787698413,0.0,0.0,0.0,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.0219106328569,0.040376984127,0.0,0.0,0.0,0.050958994709,0.0,0.0,0.0,0.0,0.0,0.0238539565229,0.0,0.040376984127,0.040376984127,0.0,0.0,0.0,0.040376984127,0.00398242630385,0.0,0.15,0.0239038300796,0.0,0.00302166005291,0.0125,0.0,0.0,0.1175,0.0826884920635,0.0,0.0,0.0694692460317,0.00464616402116,0.0,0.0,-0.0666666666667,0.0,0.0,0.0278415302358,0.0,0.0
Cho Chang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.046875,0.0,0.0,-0.00119047619048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00238095238095,0.0,0.0,0.0,-0.0371141975309,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Creevey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.074537037037,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dean Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464037698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0482142857143,0.0,0.0,0.0,0.0,0.025,0.0625,0.0,0.0270833333333,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0505723443223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0223214285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0482142857143,0.0,0.0
Dedalus Diggle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865079365079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151736111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41875,0.0,0.0,0.0,0.0,0.41875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0777777777778,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0
Dilys Derwent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0725694444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0725694444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0725694444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirk Cresswell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176666666667,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0416666666667,0.0673611111111,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,-0.0333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,-0.0319444444444,-0.0319444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.0,0.176666666667,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.128205128205,0.0,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0
Dolores Umbridge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0305957407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00583333333333,0.0,0.0,0.0,-0.0388125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0215509259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255555555556,0.0,0.0,-0.0269386574074,0.255555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.255555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draco Malfoy,0.0,0.0861111111111,0.0,0.0840909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0287037037037,0.0,0.0,-0.00752065472654,-0.0541145833333,0.0,0.0,0.0,0.0,0.0,-0.074537037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010262345679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115857740858,0.0,0.0,0.0,0.0154184704185,0.0,0.0,0.0,-0.0385416666667,0.0,0.0,0.0,0.0,-0.0397156084656,-0.0335795120517,-0.0063536545395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0112740559187,0.0861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0430555555556,0.0,0.0,-0.00420634920635,0.0861111111111,0.0,0.0,-0.00420634920635,0.0,0.0,0.0,0.0193518518519,0.0,0.0,0.0,0.0,0.0,-0.0864197530864,-0.00420634920635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dudley Dursley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327027260179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0656411210317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0217764550265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0153469022017,0.0,0.0,0.0,0.0,0.0
Elphias Doge,0.0,0.0311448412698,0.0,0.0213154761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229749503968,0.136111111111,0.0,0.15625,0.0124050453515,0.0,0.0,0.0,0.0,0.136111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136111111111,0.0,0.0,0.136111111111,0.136111111111,0.0,0.0,-0.0106867283951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0604437229437,0.0,0.136111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136111111111,0.0,0.0
Ernie Macmillan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0277777777778,0.0,0.0,0.0,0.0,0.0833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fenrir Greyback,0.0,0.140740740741,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0243055555556,0.0,0.0,-0.0092211029711,-0.0145833333333,0.0,0.0,0.0,-0.0375,0.0,0.0,0.05,0.0,0.0,0.0,0.0,-0.010262345679,0.0,0.0,0.0,0.0,0.0,0.0125,-0.0375,0.0125,0.0,-0.0375,-0.0125,0.0,0.0,0.00392063492063,0.0,0.0,0.0,-0.086910430839,0.0,0.0,0.0,-0.0025,0.0,0.0,-0.25,0.0,-0.0025,0.0118055555556,0.0104938271605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0375,0.0,0.00798611111111,0.0861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243055555556,0.0,0.0,0.0,0.0861111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.000793650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,0.0
Filius Flitwick,0.0,0.0215277777778,0.0,0.0215277777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0215277777778,0.0,0.0,0.0,0.0294876283847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0109623015873,0.141666666667,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.0982142857143,0.0,0.0,0.0,-0.0388888888889,0.0,0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.101785714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158854166667,0.0,0.0,0.0,0.0,0.0,0.0,0.141666666667,0.0,0.0,0.0,0.0,-0.05625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fleur Delacour,0.0,0.00902777777778,0.0,0.00902777777778,0.0,0.0,0.0,0.013458994709,0.0,0.0,0.0,0.00902777777778,0.0610069444444,0.0,0.0,0.0242662037037,0.0166666666667,0.0,0.0,0.0,0.0750740740741,0.0,0.0,0.0482142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0401118326118,0.0521325944171,0.0,0.0401118326118,0.0528395061728,0.0,0.0,-0.0195852229781,0.0,0.0,0.0,-0.00404541446208,0.0,0.0,0.0,0.0,0.0,0.0416997354497,0.0,0.0,0.0,0.0,0.0,0.0191798941799,0.0,0.0,0.0,0.0,0.0,0.0,-0.025,0.0,0.0668129960317,0.00396577380952,0.0,0.0,0.0,0.013458994709,0.0,0.0,0.0,0.0,0.0,0.0719444444444,0.0,0.0201884920635,0.0209623015873,0.0,0.0,0.0,0.0209623015873,0.0845072751323,0.0,0.0,0.023630952381,0.0,-0.0208002645503,0.0,0.0,0.0,-0.0833333333333,0.0209623015873,0.0,0.0,0.013458994709,0.0641014739229,0.0,0.0,0.0,-0.2,0.0,0.039920224977,0.0568181818182,0.0
Fred Weasley,0.0,-0.02,0.166666666667,0.0,0.0,0.0,0.0,0.0360164399093,0.0,0.0,0.0,0.0,0.0256378447727,0.0,0.0,0.0379656747164,0.15,0.0,0.0,0.0,0.0233119583406,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.136111111111,0.0,-0.0375,0.0,0.0401118326118,0.0,0.0887358276644,0.0,0.0268239354339,0.0206644327741,0.0,-0.125,0.0339897741148,0.0,0.0,0.0,0.0196057671958,0.25,0.0,0.0,0.0,0.0,0.000575396825397,0.0416666666667,-0.075,0.0,-0.0046875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0166666666667,0.0,0.0203433570794,0.0312996031746,0.0,0.0,0.0,0.0360164399093,0.0,0.0,0.0,0.0,0.0,0.0200046248684,0.0,0.026917989418,0.040376984127,0.0,0.0,0.0,0.040376984127,0.00497039072039,0.0,0.15,0.025099162937,0.0,0.00165068342152,0.0125,0.0,0.0,0.1175,0.0685846560847,0.0,0.0,0.0471393849206,0.0148115079365,0.0,0.0,-0.0666666666667,0.0,0.0,0.0251440633055,0.0,0.0
Gabrielle Delacour,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0901438492063,0.0,0.0,0.0290598290598,0.0,0.0,0.0,0.0,0.112018849206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.0,0.0521325944171,0.0887358276644,0.0,0.0,0.0887358276644,0.0912389770723,0.0,0.0,-0.0252142857143,0.0,0.0,0.0,-0.133333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0887358276644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.112018849206,0.0,0.0,0.0420833333333,0.0,0.0,0.0,0.0420833333333,0.0,0.0,0.0,0.0308650793651,0.0,0.0,0.0,0.0,0.0,0.0,0.0420833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0949338624339,0.0,0.0
Gellert Grindelwald,0.0,-0.0183344811754,0.0,-0.0179250090188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0175373298199,0.0,0.0,-0.0142857142857,-0.010305236678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0360625,0.0,0.0536111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00390625,0.0,0.0,0.05,0.0
George Weasley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685846560847,0.0,0.0,0.0,0.0,0.0273452642247,0.0,0.0,0.0345376603061,0.15,0.0,0.0,0.0,0.0258241929979,0.0,0.0,0.0,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.136111111111,0.0,-0.0375,0.0,0.0401118326118,0.0268239354339,0.0887358276644,0.0,0.0,0.0229784937851,0.0,0.0,0.0342038577227,0.0,0.0,0.0,0.0248126102293,0.25,0.0,0.0,0.0,0.0,0.000575396825397,0.0416666666667,-0.0333333333333,0.0,-0.0375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638888888889,0.0,0.0232489872685,0.0119614512472,0.0,0.0,0.0,0.0685846560847,0.0,0.0,0.0,0.0,0.0,0.0237541839009,0.0,0.026917989418,0.040376984127,0.0,0.0,0.0,0.040376984127,0.00170304232804,0.0,0.15,0.0281519437149,0.0,-6.06261022928e-05,0.0125,0.0,0.0,0.079375,0.0685846560847,0.0,0.0,0.0826884920635,0.00677274114774,0.0,0.0,-0.0666666666667,0.0,0.0,0.0281260948398,0.0,0.0
Ginevra Weasley,0.0,0.075,0.0,0.0468253968254,0.0,0.0,0.0,0.0802234977324,0.0,0.0,0.0,0.075,0.0245744175145,0.0,0.0,0.0334840824982,0.0,0.0,0.0,0.0,0.0231849645744,-0.046875,0.0,0.025,0.0,0.0,-0.0319444444444,0.0,0.0,0.0,0.136111111111,0.0,-0.0125,0.0,0.0528395061728,0.0206644327741,0.0912389770723,0.0,0.0229784937851,0.0,0.0,0.0,0.0347175753693,0.0,0.0,0.0,0.0352037659761,0.25,0.0,0.0,0.078125,0.0,-0.00384700176367,0.025,-0.05,0.0357142857143,-0.003125,0.0,0.115435606061,0.0,0.0,0.0,0.0,0.0,0.0,0.103125,0.00625,0.019947766354,0.026917989418,0.0,0.213778409091,0.0,0.0802234977324,0.0,-0.09375,0.0,0.0,0.0,0.0203217687983,0.0,0.040376984127,0.040376984127,0.0,0.0,0.0,0.040376984127,0.00276814058957,0.0,0.15,0.0262765566392,0.0,-0.00420304232804,0.0125,0.0,0.0,0.148045454545,0.0826884920635,0.0,0.0,0.0858205605159,0.0080753968254,-0.09375,0.0,-0.0666666666667,0.0,0.0,0.0246525215808,0.0,0.0
Godric Gryffindor,0.05625,-0.0104662698413,0.0,-0.0115912698413,0.0,0.0,0.0,0.0,0.0,0.0,0.0416666666667,0.00328373015873,0.0,0.0,0.0017094017094,0.0334289714652,-0.0487103174603,0.0416666666667,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,0.0,0.0,0.0,-0.0360625,0.0,0.0,0.0,0.0,0.00472689746397,0.231666666667,0.0191666666667,0.175,0.0402653769841,0.0,0.0270767195767,0.0,-0.0125,0.0,0.0,0.0,0.0,-0.00625,-0.00407196969697,0.0,-0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0383333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0710119047619,0.0,0.425,0.0,0.060119047619,0.0,0.0,0.0,-0.00282738095238,0.231666666667,0.0,0.0555555555556,0.0601785714286,0.0,0.0409523809524,0.0400793650794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0078125,0.0,0.0,-0.05625,0.175
